opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,manager,regional_office,deal_won
CGFLLZZI,Kary Hendrixson,MG Special,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Summer Sewald,West,0
GZ6SFRAT,Lajuana Vencill,MG Special,Hottechi,Engaging,2017-07-25,2017-08-02,472.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,MG,55.0,Dustin Brinkmann,Central,0
JH643YRI,Lajuana Vencill,MG Advanced,Umbrella Corporation,Engaging,2017-07-25,2017-08-02,472.0,finance,1998.0,2022.14,5113.0,United States,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
YCQTM2BQ,Lajuana Vencill,MG Advanced,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
30OFYJUN,Lajuana Vencill,GTX Basic,Dontechi,Lost,2017-07-25,2017-07-31,0.0,software,1982.0,4618.0,10083.0,United States,Unknown,GTX,550.0,Dustin Brinkmann,Central,0
10ICDVM2,Lajuana Vencill,GTX Basic,Konmatfix,Won,2017-07-25,2017-07-30,537.0,marketing,1985.0,375.43,1190.0,United States,Unknown,GTX,550.0,Dustin Brinkmann,Central,1
KUAZF4E7,Markita Hansen,GTX Plus Basic,Blackzim,Lost,2017-07-25,2017-11-27,0.0,retail,2009.0,497.11,1588.0,United States,Unknown,GTX,1096.0,Celia Rouche,West,0
Y3TOQUQI,Marty Freudenburg,GTX Basic,Zotware,Engaging,2017-07-25,2017-08-02,472.0,software,1979.0,4478.47,13809.0,United States,Unknown,GTX,550.0,Melvin Marxen,Central,0
RV5Y8DRY,Marty Freudenburg,GTX Plus Pro,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Melvin Marxen,Central,0
HJRM13DI,Marty Freudenburg,MG Special,Treequote,Engaging,2017-07-25,2017-08-02,472.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,55.0,Melvin Marxen,Central,0
IVANA47K,Marty Freudenburg,GTX Plus Basic,Cancity,Won,2017-07-25,2017-07-27,1031.0,retail,2001.0,718.62,2448.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,1
G2XP6IGJ,Moses Frase,GTX Basic,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Dustin Brinkmann,Central,0
MLD3WEJC,Moses Frase,MG Advanced,Xx-holding,Engaging,2017-07-25,2017-08-02,472.0,finance,1993.0,7537.24,20293.0,United States,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
DZP0MNRM,Niesha Huffines,GTX Plus Basic,Konex,Engaging,2017-07-25,2017-08-02,472.0,technolgy,1980.0,7708.38,13756.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
OBC504T8,Niesha Huffines,GTX Plus Basic,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Melvin Marxen,Central,0
CMW6IQJI,Niesha Huffines,MG Advanced,Faxquote,Engaging,2017-07-25,2017-08-02,472.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,MG,3393.0,Melvin Marxen,Central,0
4KP2GEFF,Niesha Huffines,GTX Plus Basic,dambase,Won,2017-07-25,2017-11-03,1077.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,1096.0,Melvin Marxen,Central,1
8ODHXBNE,Rosalina Dieter,MG Special,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Celia Rouche,West,0
VO1YR5CY,Versie Hillebrand,GTX Basic,unknow,Engaging,2017-07-25,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Dustin Brinkmann,Central,0
FHPRER2D,Versie Hillebrand,MG Special,Sonron,Engaging,2017-07-25,2017-08-02,472.0,telecommunications,1999.0,1699.85,5108.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,0
WOB1ULFR,Versie Hillebrand,MG Advanced,Dontechi,Won,2017-07-25,2017-11-04,3306.0,software,1982.0,4618.0,10083.0,United States,Unknown,MG,3393.0,Dustin Brinkmann,Central,1
7IKDD9UG,Violet Mclelland,GTX Basic,Bioplex,Won,2017-07-25,2017-07-26,491.0,medical,1991.0,326.82,1016.0,United States,Unknown,GTX,550.0,Cara Losch,East,1
UVCHXUIG,Anna Snelling,MG Special,Konmatfix,Engaging,2017-07-26,2017-08-02,472.0,marketing,1985.0,375.43,1190.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,0
V02WMIWK,Anna Snelling,MG Special,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Dustin Brinkmann,Central,0
59SUBXGP,Anna Snelling,MG Special,Streethex,Won,2017-07-26,2017-12-02,53.0,retail,1988.0,1376.8,1165.0,Belgium,Unknown,MG,55.0,Dustin Brinkmann,Central,1
37UCYEDY,Cassey Cress,GTX Plus Basic,Bluth Company,Engaging,2017-07-26,2017-08-02,472.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,1096.0,Rocco Neubert,East,0
TFL3C3JS,Cassey Cress,GTX Plus Pro,Initech,Won,2017-07-26,2017-09-27,5228.0,telecommunications,1994.0,6395.05,20275.0,United States,Unknown,GTX,5482.0,Rocco Neubert,East,1
EM3NYEYC,Cecily Lampkin,GTX Plus Pro,Domzoom,Lost,2017-07-26,2017-07-31,0.0,entertainment,1998.0,217.87,551.0,United States,Unknown,GTX,5482.0,Dustin Brinkmann,Central,0
1976N63N,Darcel Schlecht,GTX Plus Basic,Kinnamplus,Engaging,2017-07-26,2017-08-02,472.0,retail,2004.0,702.72,1831.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
7TFHGN6O,Darcel Schlecht,GTX Plus Pro,Inity,Engaging,2017-07-26,2017-08-02,472.0,marketing,1986.0,2403.58,8801.0,United States,Unknown,GTX,5482.0,Melvin Marxen,Central,0
L6223VHA,Darcel Schlecht,GTXPro,Sumace,Engaging,2017-07-26,2017-08-02,472.0,retail,2000.0,167.89,493.0,Romania,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
TJ7PNIXL,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
VMBM5EKL,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
8TD2LLOF,Darcel Schlecht,MG Advanced,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Melvin Marxen,Central,0
KPFV2AAL,Darcel Schlecht,GTXPro,Streethex,Lost,2017-07-26,2017-11-17,0.0,retail,1988.0,1376.8,1165.0,Belgium,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
V2JOV5MF,Darcel Schlecht,GTXPro,Domzoom,Won,2017-07-26,2017-07-27,4677.0,entertainment,1998.0,217.87,551.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,1
DEVXF86R,Donn Cantrell,GTX Plus Basic,Acme Corporation,Lost,2017-07-26,2017-09-29,0.0,technolgy,1996.0,1100.04,2822.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,0
VA9AGU75,Donn Cantrell,GTXPro,Kan-code,Lost,2017-07-26,2017-09-26,0.0,software,1982.0,11698.03,34288.0,United States,Unknown,Unknown,1096.0,Rocco Neubert,East,0
0MKW8IPC,Donn Cantrell,GTX Basic,Xx-zobam,Won,2017-07-26,2017-07-28,554.0,entertainment,1989.0,3838.39,8274.0,United States,Unknown,GTX,550.0,Rocco Neubert,East,1
7RLLNAYC,Gladys Colclough,MG Special,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Melvin Marxen,Central,0
BRDB1I76,Gladys Colclough,MG Special,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Melvin Marxen,Central,0
EFKPYBI9,Gladys Colclough,MG Advanced,Xx-holding,Engaging,2017-07-26,2017-08-02,472.0,finance,1993.0,7537.24,20293.0,United States,Unknown,MG,3393.0,Melvin Marxen,Central,0
P8P9MKJL,Gladys Colclough,GTX Plus Pro,dambase,Won,2017-07-26,2017-09-23,5548.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,5482.0,Melvin Marxen,Central,1
S7PY8R2V,Gladys Colclough,MG Advanced,Funholding,Won,2017-07-26,2017-07-28,3809.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,3393.0,Melvin Marxen,Central,1
PW9DTZON,James Ascencio,GTXPro,Donquadtech,Engaging,2017-07-26,2017-08-02,472.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,Unknown,1096.0,Summer Sewald,West,0
G0DTQHIC,Jonathan Berthelot,GTX Basic,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Melvin Marxen,Central,0
75WYC9TY,Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,2017-07-26,2017-07-30,0.0,technolgy,2000.0,1223.72,2497.0,Norway,Unknown,GTX,550.0,Melvin Marxen,Central,0
FPLXC8Z3,Kary Hendrixson,GTX Plus Pro,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Summer Sewald,West,0
CEWDZ3ZD,Kary Hendrixson,MG Special,Scotfind,Won,2017-07-26,2017-08-10,53.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55.0,Summer Sewald,West,1
OD895EQM,Lajuana Vencill,GTX Plus Pro,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Dustin Brinkmann,Central,0
KPH05GU8,Lajuana Vencill,MG Advanced,The New York Inquirer,Engaging,2017-07-26,2017-08-02,472.0,medical,1996.0,439.21,792.0,United States,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
VBB0LCEN,Lajuana Vencill,MG Advanced,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
F56MSU4B,Lajuana Vencill,MG Advanced,Betatech,Lost,2017-07-26,2017-07-30,0.0,medical,1986.0,647.18,1185.0,Kenya,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
BR18O9U1,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,2017-07-26,2017-07-28,1044.0,medical,1992.0,3922.42,6837.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,1
88CM27UB,Maureen Marcano,GTXPro,Kan-code,Lost,2017-07-26,2017-07-30,0.0,software,1982.0,11698.03,34288.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,0
IK7LMFER,Moses Frase,MG Special,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Dustin Brinkmann,Central,0
P3K1DVYB,Moses Frase,MG Advanced,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
BB1PRS3T,Moses Frase,MG Advanced,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
WQ5U8PPM,Niesha Huffines,GTX Plus Basic,Umbrella Corporation,Engaging,2017-07-26,2017-08-02,472.0,finance,1998.0,2022.14,5113.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
Q5GNQ823,Vicki Laflamme,GTXPro,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Celia Rouche,West,0
BE0RAJF5,Vicki Laflamme,GTXPro,Faxquote,Lost,2017-07-26,2017-08-06,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,Unknown,1096.0,Celia Rouche,West,0
KO7UWLAU,Wilburn Farren,MG Advanced,Xx-zobam,Won,2017-07-26,2017-07-28,3596.0,entertainment,1989.0,3838.39,8274.0,United States,Unknown,MG,3393.0,Cara Losch,East,1
T50TV9SO,Zane Levy,GTX Basic,unknow,Engaging,2017-07-26,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Summer Sewald,West,0
4SJGBWQL,Zane Levy,GTX Plus Basic,Hottechi,Lost,2017-07-26,2017-07-27,0.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,GTX,1096.0,Summer Sewald,West,0
AWFSNZ2U,Zane Levy,GTX Plus Basic,Singletechno,Won,2017-07-26,2017-12-01,1091.0,retail,1996.0,2214.94,5374.0,United States,Unknown,GTX,1096.0,Summer Sewald,West,1
S3E48VE0,Zane Levy,GTXPro,Plexzap,Won,2017-07-26,2017-09-26,6000.0,retail,2001.0,2437.85,4874.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,1
N9GIC5PC,Anna Snelling,GTX Plus Pro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Dustin Brinkmann,Central,0
1T5WFCEJ,Anna Snelling,GTX Plus Pro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Dustin Brinkmann,Central,0
1XJFMYCW,Anna Snelling,MG Special,Golddex,Engaging,2017-07-27,2017-08-02,472.0,finance,2008.0,52.5,165.0,United States,Unknown,MG,55.0,Dustin Brinkmann,Central,0
YYU1J6E1,Anna Snelling,MG Special,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Dustin Brinkmann,Central,0
SCR1IKLQ,Anna Snelling,GTX Plus Pro,Bioholding,Won,2017-07-27,2017-07-29,5068.0,medical,2012.0,587.34,1356.0,Philipines,Unknown,GTX,5482.0,Dustin Brinkmann,Central,1
IF8PILJR,Anna Snelling,MG Special,Globex Corporation,Won,2017-07-27,2017-07-29,46.0,technolgy,2000.0,1223.72,2497.0,Norway,Unknown,MG,55.0,Dustin Brinkmann,Central,1
2K52EH11,Cassey Cress,MG Advanced,Vehement Capital Partners,Lost,2017-07-27,2017-12-12,0.0,finance,1993.0,646.1,883.0,United States,Golddex,MG,3393.0,Rocco Neubert,East,0
KPYCCBQA,Cecily Lampkin,GTX Plus Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Dustin Brinkmann,Central,0
HTY5G7DI,Cecily Lampkin,MG Advanced,Scottech,Won,2017-07-27,2017-08-02,3025.0,marketing,2012.0,45.39,100.0,United States,Inity,MG,3393.0,Dustin Brinkmann,Central,1
TX88GTDE,Corliss Cosme,GTX Plus Basic,Donware,Lost,2017-07-27,2017-07-29,0.0,marketing,1999.0,1197.44,2570.0,United States,Unknown,GTX,1096.0,Cara Losch,East,0
SSK95WLX,Darcel Schlecht,GTX Plus Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Melvin Marxen,Central,0
PQ104BT2,Darcel Schlecht,GTXPro,Finjob,Engaging,2017-07-27,2017-08-02,472.0,employment,1988.0,2059.9,3644.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
GQ7H31ZJ,Darcel Schlecht,GTXPro,Funholding,Engaging,2017-07-27,2017-08-02,472.0,finance,1991.0,2819.5,7227.0,United States,Golddex,Unknown,1096.0,Melvin Marxen,Central,0
9B7FS6YL,Darcel Schlecht,GTXPro,Konex,Engaging,2017-07-27,2017-08-02,472.0,technolgy,1980.0,7708.38,13756.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
M6JT5RL8,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
45H84LNT,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
E8MIFXOH,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
UO8DLVVQ,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
R7H0M07R,Darcel Schlecht,MG Advanced,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Melvin Marxen,Central,0
JQ5AOYQ8,Darcel Schlecht,MG Advanced,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Melvin Marxen,Central,0
2GQH9FKJ,Darcel Schlecht,GTXPro,dambase,Won,2017-07-27,2017-08-09,4790.0,marketing,1995.0,2173.98,2928.0,United States,Inity,Unknown,1096.0,Melvin Marxen,Central,1
MW3K8553,Darcel Schlecht,GTXPro,Zumgoity,Won,2017-07-27,2017-08-23,4861.0,medical,1984.0,441.08,1210.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,1
G7RZTAMV,Gladys Colclough,GTX Plus Pro,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,5482.0,Melvin Marxen,Central,0
82K9NWKO,Gladys Colclough,MG Advanced,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,3393.0,Melvin Marxen,Central,0
E41SDK40,Gladys Colclough,GTX Basic,Cancity,Lost,2017-07-27,2017-09-15,0.0,retail,2001.0,718.62,2448.0,United States,Unknown,GTX,550.0,Melvin Marxen,Central,0
RFXH6VDX,Hayden Neloms,GTX Plus Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Celia Rouche,West,0
RDFUGEA2,James Ascencio,GTX Basic,Hottechi,Won,2017-07-27,2017-09-15,586.0,technolgy,1997.0,8170.38,16499.0,Korea,Unknown,GTX,550.0,Summer Sewald,West,1
64KHY8MT,Jonathan Berthelot,GTX Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Melvin Marxen,Central,0
5PWO4RPC,Jonathan Berthelot,GTX Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Melvin Marxen,Central,0
PU62ZGX4,Jonathan Berthelot,GTX Plus Basic,Singletechno,Engaging,2017-07-27,2017-08-02,472.0,retail,1996.0,2214.94,5374.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
EVDKJDY3,Jonathan Berthelot,GTX Plus Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Melvin Marxen,Central,0
I8TEUO2C,Kami Bicknell,GTX Basic,Scotfind,Won,2017-07-27,2017-08-10,514.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,550.0,Summer Sewald,West,1
BY1TB6D2,Markita Hansen,GTXPro,Konex,Won,2017-07-27,2017-07-28,4209.0,technolgy,1980.0,7708.38,13756.0,United States,Unknown,Unknown,1096.0,Celia Rouche,West,1
WX546S1D,Marty Freudenburg,GTX Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Melvin Marxen,Central,0
S2Y2Q1D2,Marty Freudenburg,GTX Plus Basic,Singletechno,Engaging,2017-07-27,2017-08-02,472.0,retail,1996.0,2214.94,5374.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
PYRLUYIQ,Marty Freudenburg,GTX Plus Basic,Y-corporation,Engaging,2017-07-27,2017-08-02,472.0,employment,1983.0,2871.35,9561.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
2AMVTZLM,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,2017-07-27,2017-08-01,0.0,retail,2007.0,894.33,1635.0,Italy,Unknown,MG,55.0,Melvin Marxen,Central,0
8IOAX81S,Marty Freudenburg,GTX Plus Basic,Domzoom,Won,2017-07-27,2017-08-07,965.0,entertainment,1998.0,217.87,551.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,1
EN8JHUXA,Moses Frase,GTX Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Dustin Brinkmann,Central,0
I3IRJZRL,Niesha Huffines,GTX Basic,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Melvin Marxen,Central,0
51H02FX1,Niesha Huffines,MG Special,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Melvin Marxen,Central,0
9SRD5NCR,Rosalina Dieter,GTK 500,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTK,26768.0,Celia Rouche,West,0
EYWL3H5G,Rosalina Dieter,GTX Plus Pro,Newex,Lost,2017-07-27,2017-07-28,0.0,services,1991.0,1012.72,3492.0,Germany,Unknown,GTX,5482.0,Celia Rouche,West,0
18YA4UUP,Versie Hillebrand,GTX Plus Pro,Xx-zobam,Engaging,2017-07-27,2017-08-02,472.0,entertainment,1989.0,3838.39,8274.0,United States,Unknown,GTX,5482.0,Dustin Brinkmann,Central,0
WVT3X6IC,Versie Hillebrand,MG Special,unknow,Engaging,2017-07-27,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Dustin Brinkmann,Central,0
YUGFGRUT,Vicki Laflamme,GTX Basic,Groovestreet,Won,2017-07-27,2017-08-06,651.0,retail,2003.0,223.8,299.0,United States,Unknown,GTX,550.0,Celia Rouche,West,1
VD2KHXRY,Zane Levy,GTXPro,Toughzap,Engaging,2017-07-27,2017-08-02,472.0,retail,1995.0,332.43,799.0,United States,Unknown,Unknown,1096.0,Summer Sewald,West,0
P7MSQO38,Anna Snelling,GTX Basic,Yearin,Engaging,2017-07-28,2017-08-02,472.0,retail,2005.0,2261.05,3851.0,United States,Unknown,GTX,550.0,Dustin Brinkmann,Central,0
10QE4JCA,Anna Snelling,MG Special,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Dustin Brinkmann,Central,0
O6B0YK1X,Anna Snelling,MG Advanced,Conecom,Lost,2017-07-28,2017-08-03,0.0,technolgy,2005.0,1520.66,1806.0,United States,Unknown,MG,3393.0,Dustin Brinkmann,Central,0
DXRG254A,Boris Faz,GTX Basic,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Rocco Neubert,East,0
NLWICKPS,Cassey Cress,GTX Plus Basic,Umbrella Corporation,Lost,2017-07-28,2017-11-07,0.0,finance,1998.0,2022.14,5113.0,United States,Unknown,GTX,1096.0,Rocco Neubert,East,0
Z6FPHRV7,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-07-28,2017-11-11,550.0,retail,1995.0,5158.71,17479.0,Japan,Unknown,GTX,550.0,Cara Losch,East,1
X33HL9WS,Daniell Hammack,GTX Plus Basic,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,1096.0,Rocco Neubert,East,0
9Z2WTTNY,Darcel Schlecht,GTX Plus Basic,Statholdings,Engaging,2017-07-28,2017-08-02,472.0,employment,1997.0,291.27,586.0,United States,Unknown,GTX,1096.0,Melvin Marxen,Central,0
ZJLW1OPF,Darcel Schlecht,GTXPro,Xx-zobam,Engaging,2017-07-28,2017-08-02,472.0,entertainment,1989.0,3838.39,8274.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
Q62JFLLD,Darcel Schlecht,GTXPro,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
3PPHOXTT,Darcel Schlecht,MG Special,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,MG,55.0,Melvin Marxen,Central,0
LJ59Y2TK,Darcel Schlecht,GTXPro,Ron-tech,Lost,2017-07-28,2017-07-29,0.0,medical,1992.0,3922.42,6837.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
80S3ED8B,Darcel Schlecht,GTX Basic,Conecom,Won,2017-07-28,2017-08-23,589.0,technolgy,2005.0,1520.66,1806.0,United States,Unknown,GTX,550.0,Melvin Marxen,Central,1
2IKGOPW1,Darcel Schlecht,GTXPro,Inity,Won,2017-07-28,2017-07-30,4387.0,marketing,1986.0,2403.58,8801.0,United States,Unknown,Unknown,1096.0,Melvin Marxen,Central,1
7Y10BR02,Darcel Schlecht,GTXPro,Streethex,Won,2017-07-28,2017-07-30,4555.0,retail,1988.0,1376.8,1165.0,Belgium,Unknown,Unknown,1096.0,Melvin Marxen,Central,1
4L8RQVL9,Donn Cantrell,GTXPro,Massive Dynamic,Lost,2017-07-28,2017-08-06,0.0,entertainment,1989.0,665.06,1095.0,United States,Unknown,Unknown,1096.0,Rocco Neubert,East,0
9T954T67,Elease Gluck,GTX Basic,Green-Plus,Won,2017-07-28,2017-07-29,514.0,services,2003.0,692.19,1922.0,United States,Unknown,GTX,550.0,Celia Rouche,West,1
N07XYH50,Gladys Colclough,GTXPro,Newex,Engaging,2017-07-28,2017-08-02,472.0,services,1991.0,1012.72,3492.0,Germany,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
CEOEM2MY,Hayden Neloms,GTX Plus Basic,Nam-zim,Lost,2017-07-28,2017-07-29,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,1096.0,Celia Rouche,West,0
VIFA2I18,Jonathan Berthelot,GTX Basic,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,GTX,550.0,Melvin Marxen,Central,0
7K31BXX3,Jonathan Berthelot,GTXPro,unknow,Engaging,2017-07-28,2017-08-02,472.0,Unknown,Unknown,1698.2,3492.0,Unknown,Unknown,Unknown,1096.0,Melvin Marxen,Central,0
